timestamp,node_id,lat,lon,temperature,pressure,humidity,rainfall_mm,wind_speed,pressure_drop_5,pressure_drop_15,humidity_change_15,cloud_env_pwv,cloud_env_cloud_base,cloud_env_radar_dbz,cloud_env_echo_top,cloud_env_lightning,cloud_env_sat_bt,cloud_env_ctc,cloud_env_moisture_column,cloud_env_convective_index,micro_lwc,micro_droplet_size,micro_vertical_wind,micro_turbulence,micro_moisture_gradient,micro_temp_gradient,burst_dbz_growth,burst_updraft_surge,burst_lightning_burst,burst_lwc_spike,burst_drop_collapse,burst_rainfall_burst,stage,risk_score,notes
2017-07-20 00:00:30,node0,30.2,78.0,27.287,1008.246,70.775,0.0004,5.538,0.0,0.0,0.0,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.6116,1.0108,2.8889,1.0098,4.0312,1.5269,1.2798,7.5058,1,1.0137,0.5635,3.6543,1,3.218,
2017-07-20 00:00:30,node1,30.205,78.005,27.2356,1007.6982,66.16,0.0004,5.8149,0.0,0.0,0.0,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.6385,1.0248,3.1247,1.2209,3.5933,1.403,1.9525,6.3088,2,1.2743,0.5317,5.5387,1,2.363,
2017-07-20 00:00:30,node2,30.21,78.01,27.1258,1006.5387,72.4708,0.0003,5.6574,0.0,0.0,0.0,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.6341,0.9429,2.5803,1.2144,3.8511,1.5041,3.2671,6.0266,3,0.9392,0.51,3.3266,1,25.291,
2017-07-20 00:00:30,node3,30.195,77.995,27.7851,1007.6643,69.6502,0.0004,5.3286,0.0,0.0,0.0,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.3074,1.0165,3.2068,0.9566,4.1618,1.4602,2.1293,8.5603,1,0.8324,0.5905,6.5277,1,0.14,
2017-07-20 00:00:30,node4,30.215,78.015,26.6746,1009.6596,71.1321,0.0004,5.7261,0.0,0.0,0.0,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.4303,0.9854,3.0697,0.9845,3.9572,1.485,2.6724,6.1198,2,0.9353,0.5507,6.7233,1,10.536,
2017-07-20 00:00:00,node0,30.2,78.0,27.446,1008.231,70.044,0.0008,6.97,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.4641,1.0128,3.3463,1.1175,3.7043,1.329,1.9111,6.981,4,0.4262,0.3336,6.4682,1,76.259,
2017-07-20 00:00:00,node1,30.205,78.005,27.816,1008.0554,68.9058,0.000858,6.5133,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.3263,1.087,3.2694,1.2279,3.5288,1.4053,1.3917,4.0649,3,0.8802,0.5135,6.0023,1,63.385,
2017-07-20 00:00:00,node2,30.21,78.01,26.8242,1006.8667,67.335,0.000872,6.6081,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.6543,1.0607,2.5587,1.1114,4.1445,1.2725,1.2587,5.1401,2,0.5145,0.6878,3.8088,1,47.281,
2017-07-20 00:00:00,node3,30.195,77.995,27.6757,1009.5053,69.3095,0.000713,5.7722,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.6692,1.0364,2.7795,1.2827,4.3408,1.5169,1.2615,7.5269,4,1.4938,0.6292,6.3914,1,90.875,
2017-07-20 00:00:00,node4,30.215,78.015,27.465,1010.3916,68.3432,0.000974,7.4191,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.3531,1.0998,2.7612,0.7419,4.2555,1.3406,2.3598,7.6015,4,0.9084,0.6955,5.3473,1,33.438,
2017-07-20 00:00:30,node0,30.2,78.0,27.287,1008.246,70.775,0.0004,5.538,0.015,0.015,0.731,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.458,0.9415,3.6708,0.9222,3.7865,1.1417,1.7174,8.1286,4,0.3607,0.1914,7.6881,1,85.799,
2017-07-20 00:00:30,node1,30.205,78.005,26.9043,1009.2433,70.9932,0.000392,6.2993,1.1879,1.1879,2.0874,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.3485,1.1684,3.2924,1.5159,3.4537,1.2796,1.551,3.636,2,0.7345,0.5945,7.2551,1,21.013,
2017-07-20 00:00:30,node2,30.21,78.01,27.149,1008.4265,70.3946,0.000397,5.0399,1.5598,1.5598,3.0596,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.7219,1.019,2.6486,1.0668,4.5388,1.3341,1.0662,5.5832,1,0.4351,0.5326,3.1866,1,8.722,
2017-07-20 00:00:30,node3,30.195,77.995,27.1425,1008.2026,68.1714,0.000372,5.9746,-1.3028,-1.3028,-1.1381,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.8073,0.9493,3.1092,1.492,4.1051,1.4489,2.2246,6.084,5,1.5858,0.458,7.1735,1,2.004,
2017-07-20 00:00:30,node4,30.215,78.015,27.345,1008.8877,70.918,0.00036,5.3087,-1.5039,-1.5039,2.5748,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.3211,1.0992,2.5227,0.5293,4.2266,1.109,3.3038,9.3005,5,0.9861,0.8013,5.7419,1,37.158,
2017-07-20 00:01:00,node0,30.2,78.0,27.497,1008.427,68.528,0.0005,6.686,0.196,0.196,-1.516,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,0.4954,0.9111,4.0285,1.1929,4.1672,1.3108,2.5299,7.5408,4,-0.1723,0.1754,7.7377,1,52.168,
2017-07-20 00:01:00,node1,30.205,78.005,27.5383,1009.1356,69.7763,0.000525,6.809,1.0802,1.0802,0.8706,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,0.2179,1.146,3.008,1.3668,3.4019,1.557,2.2756,2.4838,3,0.433,0.6684,6.094,1,96.136,
2017-07-20 00:01:00,node2,30.21,78.01,26.6335,1008.341,66.3249,0.000487,6.7333,1.4743,1.4743,-1.0101,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,0.5609,0.9391,2.4768,1.1683,4.1483,1.0898,1.297,4.2839,2,0.4107,0.5072,4.3418,1,26.506,
2017-07-20 00:01:00,node3,30.195,77.995,27.0123,1007.2871,66.4783,0.000543,6.3368,-2.2182,-2.2182,-2.8312,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,0.6348,0.9821,3.3143,1.2287,4.0662,1.4349,3.0571,5.3421,5,1.4096,0.5309,8.2906,1,94.134,
2017-07-20 00:01:00,node4,30.215,78.015,27.4484,1009.6663,67.6728,0.000544,7.3157,-0.7253,-0.7253,-0.6704,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,0.4126,1.0648,2.2462,0.2975,4.7086,0.8667,2.6652,10.9075,3,0.4312,0.8148,6.3527,1,27.655,
2017-07-20 00:01:30,node0,30.2,78.0,27.716,1008.555,67.893,0.0003,6.111,0.324,0.324,-2.151,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,0.3379,0.9604,3.6545,1.4391,4.3763,1.2445,3.406,5.9218,3,-0.038,0.3243,9.0145,1,81.974,
2017-07-20 00:01:30,node1,30.205,78.005,28.15,1008.403,66.6139,0.000386,7.0846,0.3476,0.3476,-2.2919,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,0.2371,1.1919,3.0777,1.1821,3.5108,1.5616,2.9207,0.5838,4,0.3645,0.6754,5.6543,1,59.442,
2017-07-20 00:01:30,node2,30.21,78.01,26.9723,1007.8109,70.3599,0.000311,6.4412,0.9442,0.9442,3.0248,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,0.5906,1.0303,2.0321,1.023,3.8775,1.0342,1.7574,5.1692,2,-0.0785,0.6768,5.5123,1,62.214,
2017-07-20 00:01:30,node3,30.195,77.995,27.4453,1009.2136,67.976,0.000333,5.7556,-0.2917,-0.2917,-1.3335,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,0.7284,1.0682,3.1064,1.3635,4.5109,1.1839,3.797,6.1976,5,1.9129,0.5449,7.0187,1,37.02,
2017-07-20 00:01:30,node4,30.215,78.015,27.6312,1008.9063,70.6324,0.000289,6.4365,-1.4853,-1.4853,2.2892,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,0.3699,1.1341,2.557,0.3476,4.9732,1.1266,3.3592,11.174,2,0.4212,0.6418,6.413,1,33.117,
2017-07-20 00:00:00,node0,30.2,78.0,27.446,1008.231,70.044,0.0008,6.97,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,1.3604,1.5635,5.5742,2.481,6.3939,2.1793,2.6534,6.6152,2,1.0594,0.6111,5.8067,2,60.952,
2017-07-20 00:00:00,node1,30.205,78.005,27.5019,1008.9564,69.4345,0.000835,6.5858,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.4323,0.9937,2.9457,1.229,3.7363,1.27,2.2556,6.8268,4,1.2722,0.4441,3.6252,1,74.671,
2017-07-20 00:00:00,node2,30.21,78.01,27.4582,1007.8644,71.0091,0.000923,6.728,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,1.0321,1.2072,4.5987,1.7655,6.9252,2.1496,1.1756,5.4704,2,1.5636,0.6376,5.5371,2,93.11,
2017-07-20 00:00:00,node3,30.195,77.995,26.6614,1006.5958,68.4907,0.000625,5.5555,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.5299,0.9966,3.1379,1.0785,4.4974,1.5388,1.3539,7.6861,3,1.25,0.4613,6.4821,1,35.267,
2017-07-20 00:00:00,node4,30.215,78.015,27.948,1008.9903,72.8117,0.000643,6.7585,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,1.6914,1.3903,4.909,2.051,6.3722,3.1837,2.9288,5.9456,4,1.5163,0.5601,3.9016,2,34.636,
2017-07-20 00:00:00,node0,30.2,78.0,27.446,1008.231,70.044,0.0008,6.97,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,1.5967,1.3308,5.1689,2.0607,6.3096,3.2555,1.3731,7.8291,2,0.6145,0.3144,6.3365,2,72.164,
2017-07-20 00:00:00,node1,30.205,78.005,27.4894,1008.7689,69.1155,0.000957,6.7011,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.5157,1.0416,3.313,1.2766,4.0668,1.2878,2.2781,6.9565,1,1.3364,0.3247,4.4082,1,36.169,
2017-07-20 00:00:00,node2,30.21,78.01,27.5581,1009.296,70.3888,0.0008,8.3311,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,1.022,1.567,5.6284,2.7798,6.0774,3.0715,1.4921,7.3692,2,0.956,0.3644,4.256,2,31.646,
2017-07-20 00:00:00,node3,30.195,77.995,28.4585,1008.4375,67.8236,0.000829,6.1207,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,0.5237,1.0957,3.2674,1.1794,3.5795,1.2861,1.1476,6.7393,2,0.977,0.5979,3.7562,1,49.357,
2017-07-20 00:00:00,node4,30.215,78.015,28.0802,1009.2276,70.6922,0.000878,7.3296,0.0,0.0,0.0,66.053,2997.3,10.342,3985.2,0,291.574,0.09391,0,0,1.6133,1.4761,4.646,1.7311,6.6042,2.9515,2.1628,7.3711,2,1.0099,0.373,5.7468,2,74.721,
2017-07-20 00:00:30,node0,30.2,78.0,27.287,1008.246,70.775,0.0004,5.538,0.015,0.015,0.731,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,2.1072,1.7239,6.945,2.7238,7.5373,4.8188,0.9743,5.8533,3,1.0406,0.1894,4.8457,2,61.733,
2017-07-20 00:00:30,node1,30.205,78.005,27.651,1009.1039,71.9347,0.000456,4.6942,0.335,0.335,2.8192,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.6852,1.0063,3.6398,1.1562,4.3297,1.1975,2.1971,7.5142,1,1.3486,0.4351,5.6971,1,1.945,
2017-07-20 00:00:30,node2,30.21,78.01,27.2809,1008.8903,72.3883,0.000375,4.8434,-0.4057,-0.4057,1.9994,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,1.8101,1.8132,8.111,4.4642,8.4645,4.2845,2.0983,8.6413,3,0.4272,0.5564,5.7463,2,50.194,
2017-07-20 00:00:30,node3,30.195,77.995,26.5719,1007.187,76.1818,0.000438,4.6982,-1.2505,-1.2505,8.3582,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,0.3402,1.0102,3.2617,0.9034,3.8878,1.5078,0.1613,6.4507,1,0.8781,0.5531,2.6474,1,51.684,
2017-07-20 00:00:30,node4,30.215,78.015,27.5042,1009.1681,70.6328,0.000406,5.4382,-0.0596,-0.0596,-0.0594,62.673,2935.2,8.718,4019.2,0,291.668,0.05177,0,0,2.6531,1.9063,7.2391,2.7133,7.8593,4.6633,2.5378,7.8292,2,0.4739,0.2415,6.9198,2,81.685,
2017-07-20 00:01:00,node0,30.2,78.0,27.497,1008.427,68.528,0.0005,6.686,0.196,0.196,-1.516,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,3.2183,2.1723,9.8303,3.4394,9.9813,5.7868,0.2316,7.6704,4,1.5338,0.3699,4.1314,2,41.122,
2017-07-20 00:01:00,node1,30.205,78.005,27.7674,1006.1111,68.7436,0.000473,6.7365,-2.6578,-2.6578,-0.3719,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,0.665,1.063,4.1231,0.9565,4.3125,1.4446,2.0603,6.6349,3,0.8172,0.2392,6.0798,1,98.017,
2017-07-20 00:01:00,node2,30.21,78.01,28.6401,1009.4938,70.7313,0.000464,7.5295,0.1978,0.1978,0.3424,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,2.7706,2.0437,10.0641,5.8824,11.4536,5.3721,2.6891,7.8955,2,0.4324,0.413,4.6174,2,73.385,
2017-07-20 00:01:00,node3,30.195,77.995,28.1245,1008.8414,66.7994,0.000596,8.7113,0.4039,0.4039,-1.0242,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,0.4556,0.9852,2.8236,0.7236,3.8809,1.3813,-0.199,6.7294,2,0.7315,0.6409,3.4755,1,90.786,
2017-07-20 00:01:00,node4,30.215,78.015,27.9809,1008.436,67.3415,0.00051,5.6759,-0.7916,-0.7916,-3.3507,64.022,3043.5,10.094,4052.0,0,291.677,-0.29513,0,0,3.075,2.3025,8.9495,3.6536,10.3534,6.0678,2.2367,7.3334,1,0.7956,0.3864,7.6854,2,89.017,
2017-07-20 00:01:30,node0,30.2,78.0,27.716,1008.555,67.893,0.0003,6.111,0.324,0.324,-2.151,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,4.398,2.7234,12.4762,4.2833,12.2667,7.4577,0.1151,8.0038,5,1.2062,0.5273,5.0478,2,42.069,
2017-07-20 00:01:30,node1,30.205,78.005,26.6507,1009.3437,69.031,0.00028,5.3278,0.5749,0.5749,-0.0845,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,0.6355,1.1415,4.445,1.0322,4.5497,1.2287,1.7728,6.9078,1,1.1628,0.4076,6.8144,1,33.587,
2017-07-20 00:01:30,node2,30.21,78.01,28.5937,1008.9899,71.1906,0.000379,6.4896,-0.3061,-0.3061,0.8017,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,3.6462,2.4713,12.2653,7.3635,12.4829,6.0405,1.9295,7.2678,2,0.1846,0.5915,3.3386,2,72.024,
2017-07-20 00:01:30,node3,30.195,77.995,27.3321,1010.8512,70.7006,0.000341,7.373,2.4137,2.4137,2.877,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,0.3016,1.0688,3.0786,0.5745,3.531,1.5745,-0.1501,4.9898,0,0.1388,0.7194,4.9024,1,83.859,
2017-07-20 00:01:30,node4,30.215,78.015,27.3578,1009.596,68.5734,0.000358,5.9806,0.3683,0.3683,-2.1188,64.267,3037.2,9.598,3948.2,0,291.077,0.03501,0,0,4.1294,2.8077,11.4556,4.797,12.9213,7.2869,1.8616,7.2867,1,0.4023,0.2758,8.8106,2,58.2,
2017-07-20 00:02:00,node0,30.2,78.0,27.29,1008.17,70.161,0.0001,6.151,-0.061,-0.061,0.117,64.344,2966.2,10.086,4050.5,0,291.747,0.25682,0,0,5.5552,3.215,14.2492,5.4945,13.4272,8.8012,-0.1593,9.5061,5,1.1919,0.5721,5.7276,2,93.894,
2017-07-20 00:02:00,node1,30.205,78.005,28.158,1009.631,69.3584,9.4e-05,5.4746,0.8621,0.8621,0.2429,64.344,2966.2,10.086,4050.5,0,291.747,0.25682,0,0,0.5323,1.2345,4.3076,0.8035,4.9896,1.2365,2.5451,7.3149,0,1.1481,0.2612,6.8337,1,37.422,
2017-07-20 00:02:00,node2,30.21,78.01,27.0627,1007.8034,70.5408,0.000106,5.8976,-1.4926,-1.4926,0.1519,64.344,2966.2,10.086,4050.5,0,291.747,0.25682,0,0,4.4788,2.8796,13.9551,9.1464,14.8902,7.3687,0.9755,6.9687,2,0.7421,0.4966,2.9791,2,65.194,
2017-07-20 00:02:00,node3,30.195,77.995,27.0903,1007.4123,69.7956,9.6e-05,5.905,-1.0252,-1.0252,1.972,64.344,2966.2,10.086,4050.5,0,291.747,0.25682,0,0,0.18,1.0028,2.7272,0.6419,3.6648,1.3778,0.7532,6.9818,0,-0.1896,0.5357,3.5342,1,95.558,
2017-07-20 00:02:00,node4,30.215,78.015,26.4926,1008.1313,71.1633,0.000109,6.3637,-1.0963,-1.0963,0.471,64.344,2966.2,10.086,4050.5,0,291.747,0.25682,0,0,5.0975,3.1451,14.0996,6.1449,14.6556,8.1388,1.1545,6.8497,1,0.0834,0.3411,9.1171,2,72.555,
2017-07-20 00:02:30,node0,30.2,78.0,27.29,1008.44,69.522,0.0004,4.818,0.209,0.209,-0.522,65.269,3035.4,9.851,4030.9,0,291.591,-0.2189,0,0,6.6489,3.7654,16.7975,6.6079,15.0038,10.4155,-0.2886,9.0567,5,1.4641,0.5371,4.7463,2,64.362,
2017-07-20 00:02:30,node1,30.205,78.005,26.6791,1009.9246,70.6717,0.000448,5.0516,1.1557,1.1557,1.5562,65.269,3035.4,9.851,4030.9,0,291.591,-0.2189,0,0,0.632,1.2045,4.0819,0.6272,5.2767,1.4809,1.6682,8.1174,1,1.3813,0.1246,7.2891,1,45.406,
2017-07-20 00:02:30,node2,30.21,78.01,28.4339,1007.0436,70.046,0.000415,5.0882,-2.2524,-2.2524,-0.3428,65.269,3035.4,9.851,4030.9,0,291.591,-0.2189,0,0,5.498,3.4457,15.4053,10.4912,17.1125,8.3015,-0.0052,7.2264,1,1.0253,0.393,2.6103,2,53.023,
2017-07-20 00:02:30,node3,30.195,77.995,27.455,1007.7827,63.6068,0.000193,5.1535,-0.6548,-0.6548,-4.2168,65.269,3035.4,9.851,4030.9,0,291.591,-0.2189,0,0,0.3508,1.0471,3.0764,0.7644,3.6002,1.4614,1.3904,7.4477,0,-0.0304,0.6742,4.5487,1,87.656,
2017-07-20 00:02:30,node4,30.215,78.015,26.7882,1008.6391,73.1062,0.000426,5.6872,-0.5885,-0.5885,2.414,65.269,3035.4,9.851,4030.9,0,291.591,-0.2189,0,0,6.244,3.6743,16.3005,7.6156,16.7842,9.9377,1.0735,6.8006,2,-0.0725,0.4164,9.9478,2,82.819,
2017-07-20 00:03:00,node0,30.2,78.0,27.757,1008.437,70.94,0.0006,4.678,0.206,0.206,0.896,65.232,3018.7,9.516,3974.6,0,291.309,-0.15792,0,0,7.5071,4.2568,19.2664,7.9842,17.3346,11.6123,0.2832,10.7737,4,2.0422,0.5185,5.9156,2,77.319,
2017-07-20 00:03:00,node1,30.205,78.005,27.282,1008.9441,69.2103,0.000674,4.2627,0.1753,0.1753,0.0948,65.232,3018.7,9.516,3974.6,0,291.309,-0.15792,0,0,0.4686,1.2773,3.7236,0.6672,5.514,1.3915,1.1266,8.4457,0,1.8077,0.2005,6.0206,1,49.96,
2017-07-20 00:03:00,node2,30.21,78.01,28.6992,1008.7773,74.3152,0.000543,5.1146,-0.5187,-0.5187,3.9263,65.232,3018.7,9.516,3974.6,0,291.309,-0.15792,0,0,6.5153,3.9994,17.6787,11.2729,19.9439,8.9693,0.1997,7.4348,2,1.4825,0.3327,1.3463,2,90.77,
2017-07-20 00:03:00,node3,30.195,77.995,26.6278,1009.2132,73.6956,0.00071,4.2535,0.7757,0.7757,5.8719,65.232,3018.7,9.516,3974.6,0,291.309,-0.15792,0,0,0.4599,1.0289,2.8495,0.6898,3.7871,1.2288,2.3551,6.4884,0,0.0945,0.7551,3.2766,1,3.081,
2017-07-20 00:03:00,node4,30.215,78.015,27.6365,1009.0243,69.8251,0.000646,4.1293,-0.2033,-0.2033,-0.8672,65.232,3018.7,9.516,3974.6,0,291.309,-0.15792,0,0,7.0124,4.045,18.7491,9.3304,18.8201,11.3463,0.9356,7.1417,1,-0.5429,0.2978,11.1359,2,65.836,
2017-07-20 00:03:30,node0,30.2,78.0,27.554,1008.667,69.88,0.0002,5.868,0.436,0.436,-0.164,65.315,2936.0,8.674,3945.7,0,291.275,0.04518,0,0,8.1141,4.6925,20.3317,8.9297,20.2335,12.8571,0.4175,12.165,3,1.7168,0.5447,5.6817,2,71.954,
2017-07-20 00:03:30,node1,30.205,78.005,28.1622,1009.3258,71.2555,0.00021,6.3187,0.5569,0.5569,2.14,65.315,2936.0,8.674,3945.7,0,291.275,0.04518,0,0,0.3303,1.3252,4.1214,0.8358,5.8964,1.1571,1.0757,7.477,1,1.2979,0.3999,7.0052,1,17.144,
2017-07-20 00:03:30,node2,30.21,78.01,27.9353,1010.0231,66.0915,0.000228,5.8333,0.7271,0.7271,-4.2974,65.315,2936.0,8.674,3945.7,0,291.275,0.04518,0,0,7.4298,4.3844,20.1716,12.3154,21.5335,9.9594,0.2955,9.095,2,1.1129,0.316,1.1311,2,75.727,
2017-07-20 00:03:30,node3,30.195,77.995,28.2538,1010.1034,69.8945,0.000249,5.4492,1.6659,1.6659,2.0709,65.315,2936.0,8.674,3945.7,0,291.275,0.04518,0,0,0.5766,1.0803,3.1563,0.4187,4.0079,1.4756,2.5115,7.7404,0,0.4915,0.877,1.928,1,8.834,
2017-07-20 00:03:30,node4,30.215,78.015,28.442,1008.7021,71.7326,0.000202,5.6659,-0.5255,-0.5255,1.0403,65.315,2936.0,8.674,3945.7,0,291.275,0.04518,0,0,8.0779,4.3639,20.613,10.779,21.7786,12.9557,1.8563,6.3259,0,-1.0542,0.312,10.7439,2,45.764,
2017-07-20 00:04:00,node0,30.2,78.0,27.259,1008.454,70.308,0.0004,6.148,0.223,0.223,0.264,65.477,2957.3,9.387,4005.8,0,291.4,-0.08236,0,0,9.2788,5.1379,22.5334,9.5515,22.797,13.9054,1.2804,13.5522,2,2.231,0.4159,5.7947,2,56.694,
2017-07-20 00:04:00,node1,30.205,78.005,26.5477,1008.8893,75.4984,0.000375,6.4155,0.1204,0.1204,6.383,65.477,2957.3,9.387,4005.8,0,291.4,-0.08236,0,0,0.2234,1.3605,3.636,0.8246,5.6477,0.9299,1.1866,5.626,2,1.1594,0.4461,5.7174,1,87.239,
2017-07-20 00:04:00,node2,30.21,78.01,27.6441,1010.0135,69.3765,0.000511,5.9705,0.7175,0.7175,-1.0123,65.477,2957.3,9.387,4005.8,0,291.4,-0.08236,0,0,8.1617,4.6517,23.0325,13.7204,23.1897,11.5978,-0.5552,9.9194,2,1.3347,0.26,2.419,2,81.387,
2017-07-20 00:04:00,node3,30.195,77.995,26.4457,1007.517,65.7817,0.000323,6.0222,-0.9204,-0.9204,-2.0419,65.477,2957.3,9.387,4005.8,0,291.4,-0.08236,0,0,0.4393,1.018,2.7542,0.7125,3.6716,1.2321,2.755,6.4204,1,1.0041,0.79,1.0197,1,73.632,
